,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
20,Audi,A5,2018,2,4,Transmission: 6-Speed Manual,All Wheel Drive,5.82 sec,27 mpg,252 hp,"5,000",273 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: 6-Speed Manual,3.78,2.04,1.28,0.94,0.78,0.67,,,3.56,3.33,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.30 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40HR18,P245/40HR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,549 lbs.",15.30 gal.,,,,,,184.00 in.,72.70,54.00 in.,108.80 in.,62.50 in.,61.70 in.,,37.70 ft.,39.00 in.,41.30 in.,55.30 in.,,,32.70 in.,50.70 in.,,,,,
21,Audi,A5 Sportback,2018,4,5,Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: shift paddles,All Wheel Drive,5.67 sec,27 mpg,252 hp,"5,000",273 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: shift paddles,3.19,2.19,1.52,1.06,0.74,0.51,0.39,,4.27,2.75,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.30 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40HR18,P245/40HR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40HR18,Compact,Aluminum,Aluminum,Steel,,"3,704 lbs.",15.30 gal.,,,,,,186.30 in.,72.60,54.60 in.,111.20 in.,62.50 in.,61.70 in.,,38.40 ft.,39.40 in.,41.30 in.,55.70 in.,,,35.10 in.,54.50 in.,,,,,
22,Audi,A6,2018,4,5,Transmission: 7-Speed S tronic Automatic,Front Wheel Drive,7.52 sec,28 mpg,252 hp,"5,000",273 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: 7-Speed S tronic Automatic,3.19,2.19,1.52,1.06,0.74,0.51,0.39,,4.23,2.75,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.60 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/45HR18,P245/45HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/45HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,858 lbs.",19.80 gal.,,,,,,194.20 in.,73.80,57.80 in.,114.60 in.,64.10 in.,63.70 in.,,39.00 ft.,37.20 in.,41.30 in.,57.50 in.,,37.80 in.,37.40 in.,56.30 in.,,,,,
23,Audi,A7,2018,4,5,Transmission: 8-Speed Automatic w/Tiptronic,All Wheel Drive,5.71 sec,23 mpg,340 hp,"5,300",325 ft-lbs.,"2,900",6,3.00 L,					Gas,Transmission: 8-Speed Automatic w/Tiptronic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,14.00 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P255/40HR19,P255/40HR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P255/40HR19,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,244 lbs.",19.80 gal.,,,,,,196.20 in.,75.20,55.90 in.,114.70 in.,64.70 in.,64.40 in.,4.40 in.,39.00 ft.,36.90 in.,41.30 in.,57.20 in.,,36.60 in.,37.00 in.,55.90 in.,,,,,
24,Audi,A8,2018,,, 8-speed shiftable automatic, All wheel drive,6.03 sec,,333 hp,"5,300",325 ft-lbs.,"2,900",6,3.00 L,					Gas, 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,464 lbs.",21.70 gal.,,,,,,207.40 in.,76.70,57.90 in.,122.90 in.,,,,41.70 ft.,37.20 in.,41.40 in.,59.10 in.,,39.10 in.,42.90 in.,57.80 in.,,,,,
25,Audi,A8 L,2018,4,5,Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,All Wheel Drive,5.61 sec,22 mpg,333 hp,"5,500",325 ft-lbs.,"2,900",6,3.00 L,					Gas,Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.20,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.00 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P255/45HR19,P255/45HR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P255/45HR19,Compact,Aluminum,Aluminum,Aluminum,					Tire Pressure Monitor,"4,464 lbs.",21.70 gal.,,,,,,207.40 in.,76.70,57.90 in.,122.90 in.,64.70 in.,64.40 in.,,41.70 ft.,37.20 in.,41.40 in.,59.10 in.,,39.10 in.,42.90 in.,57.80 in.,,,,,
26,Audi,Q3,2018,4,5,Transmission: 6-Speed Tiptronic Automatic,Front Wheel Drive,8.28 sec,23 mpg,200 hp,"5,100",207 ft-lbs.,"1,700",4,2.00 L,					Gas,Transmission: 6-Speed Tiptronic Automatic,3.95,2.30,1.55,1.16,0.86,0.69,,,,3.42,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,12.30 in.,11.10 in.,NA in.,					ABS Brakes,4-Wheel,P235/50HR18,P235/50HR18,18.00 in.,18.00 in.,7.00 in.,7.00 in.,P235/50HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,483 lbs.",16.90 gal.,,,,,,172.80 in.,72.10,62.50 in.,102.50 in.,61.10 in.,61.20 in.,6.70 in.,38.70 ft.,36.90 in.,40.00 in.,55.80 in.,,37.40 in.,31.10 in.,53.60 in.,,,,,
27,Audi,Q5,2018,4,5,Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: sport program and manual shift mode (shift-by-wire),All Wheel Drive,6.06 sec,25 mpg,252 hp,"5,000",273 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: sport program and manual shift mode (shift-by-wire),3.19,2.19,1.52,1.06,0.74,0.51,0.39,,5.30,2.75,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.30 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P235/60HR18,P235/60HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P235/60HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,045 lbs.",18.50 gal.,,,,,,183.60 in.,74.50,65.30 in.,111.00 in.,63.60 in.,63.30 in.,,38.40 ft.,41.70 in.,40.90 in.,57.70 in.,,39.30 in.,37.80 in.,56.50 in.,,,,,
28,Audi,Q7,2018,4,7,Transmission: 8-Speed Automatic w/Tiptronic -inc: shift-by-wire technology,All Wheel Drive,7.72 sec,21 mpg,252 hp,"5,000",273 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: 8-Speed Automatic w/Tiptronic -inc: shift-by-wire technology,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.50,3.32,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,14.80 in.,13.80 in.,NA in.,					ABS Brakes,4-Wheel,P255/60HR18,P255/60HR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P255/60HR18,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"4,696 lbs.",22.50 gal.,,,,,,199.60 in.,77.50,68.50 in.,117.90 in.,66.10 in.,66.60 in.,,40.70 ft.,38.40 in.,41.70 in.,59.50 in.,,38.80 in.,38.80 in.,58.50 in.,,35.90 in.,29.20 in.,49.40 in.,
29,Audi,R8,2018,,, 7-speed automated manual, All wheel drive,3.17 sec,,540 hp,"7,800",398 ft-lbs.,"6,500",10,5.20 L,					Gas, 7-speed automated manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,649 lbs.",21.90 gal.,,,,,,174.30 in.,76.40,48.80 in.,104.30 in.,,,,36.70 ft.,38.50 in.,,55.10 in.,,,40.90 in.,,,,,,
30,Audi,R8 Coupe,2018,2,2,Transmission: 7-Speed S tronic,Rear Wheel Drive,3.69 sec,18 mpg,532 hp,"7,800",398 ft-lbs.,"6,500",10,5.20 L,					Gas,Transmission: 7-Speed S tronic,3.13,2.59,1.88,1.14,0.90,0.88,0.65,,3.59,2.65,Double Wishbone,Double Wishbone,					Front Disc Brakes,					Rear Disc Brakes,14.40 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR19,P295/35YR19,19.00 in.,19.00 in.,8.50 in.,11.00 in.,P295/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,					Tire Pressure Monitor,"3,505 lbs.",21.90 gal.,,,,,,174.30 in.,76.40,48.80 in.,104.40 in.,64.50 in.,63.00 in.,,36.70 ft.,38.50 in.,40.90 in.,55.10 in.,,,,,,,,,
31,Audi,R8 Spyder,2018,2,2,Transmission: 7-Speed S tronic,All Wheel Drive,,17 mpg,610 hp,"7,800",413 ft-lbs.,"6,500",10,5.20 L,					Gas,Transmission: 7-Speed S tronic,3.13,2.59,1.96,1.24,0.98,0.98,0.84,,3.59,2.65,Double Wishbone,Double Wishbone,					Front Disc Brakes,					Rear Disc Brakes,15.00 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR19,P295/35YR19,19.00 in.,19.00 in.,8.50 in.,11.00 in.,P295/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,					Tire Pressure Monitor,,19.30 gal.,,,,,,174.30 in.,76.40,49.00 in.,104.40 in.,64.50 in.,63.00 in.,,36.70 ft.,38.50 in.,,55.10 in.,,,,,,,,,
32,Audi,RS 3,2018,4,5,,All Wheel Drive,,22 mpg,400 hp,"5,850",354 ft-lbs.,"1,700",5,2.50 L,					Gas,,3.56,2.53,1.68,1.02,0.79,0.76,0.64,,4.06,2.79,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,14.60 in.,12.20 in.,NA in.,					ABS Brakes,4-Wheel,P235/35YR19,P235/35YR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P235/35YR19,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,593 lbs.",14.50 gal.,,,,,,176.30 in.,70.70,55.00 in.,103.60 in.,61.40 in.,60.20 in.,,36.10 ft.,39.60 in.,41.20 in.,54.80 in.,,36.40 in.,35.10 in.,53.00 in.,,,,,
33,Audi,RS 5 Coupe,2018,2,4,Transmission: 8-Speed Tiptronic Automatic -inc: 3-spoke flat-bottom steering wheel w/shift paddles and RS badge,All Wheel Drive,4.18 sec,21 mpg,444 hp,"5,700",443 ft-lbs.,"1,900",6,2.90 L,					Gas,Transmission: 8-Speed Tiptronic Automatic -inc: 3-spoke flat-bottom steering wheel w/shift paddles and RS badge,5.00,3.20,2.14,1.72,1.31,1.00,0.82,0.64,3.20,3.48,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P265/35YR19,P265/35YR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P265/35YR19,Compact,Forged Aluminum,Forged Aluminum,Steel,					Tire Pressure Monitor,"3,649 lbs.",15.30 gal.,,,,,,185.90 in.,73.30,53.50 in.,108.90 in.,62.90 in.,62.50 in.,,38.40 ft.,39.00 in.,41.30 in.,55.30 in.,,,32.70 in.,50.70 in.,,,,,
34,Audi,RS 7,2018,4,4,Transmission: 8-Speed Automatic w/Tiptronic,All Wheel Drive,4.10 sec,17 mpg,560 hp,"5,700",516 ft-lbs.,"1,750",8,4.00 L,					Gas,Transmission: 8-Speed Automatic w/Tiptronic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.08,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.40 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P275/30YR21,P275/30YR21,21.00 in.,21.00 in.,9.00 in.,9.00 in.,P275/30YR21,NA,Forged Aluminum,Forged Aluminum,NA,					Tire Pressure Monitor,"4,497 lbs.",19.80 gal.,,,,,,197.30 in.,75.20,55.80 in.,114.80 in.,64.30 in.,64.00 in.,,39.00 ft.,36.90 in.,41.30 in.,57.20 in.,,36.60 in.,37.00 in.,55.90 in.,,,,,
35,Audi,S3,2018,4,5,,All Wheel Drive,,25 mpg,292 hp,"5,400",280 ft-lbs.,"1,900",4,2.00 L,					Gas,,3.56,2.53,1.68,1.02,0.79,0.76,0.64,,4.77,2.79,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.40 in.,12.20 in.,NA in.,					ABS Brakes,4-Wheel,P225/40YR18,P225/40YR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P225/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,462 lbs.",14.50 gal.,,,,,,175.80 in.,70.70,54.80 in.,103.60 in.,61.10 in.,60.10 in.,,36.10 ft.,39.60 in.,41.20 in.,54.80 in.,,36.40 in.,35.10 in.,53.00 in.,,,,,
36,Audi,S4,2018,4,5,Transmission: 8-Speed Automatic Tiptronic,All Wheel Drive,5.16 sec,24 mpg,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas,Transmission: 8-Speed Automatic Tiptronic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,858 lbs.",15.30 gal.,,,,,,186.80 in.,72.50,55.30 in.,111.20 in.,61.60 in.,60.90 in.,,38.10 ft.,38.90 in.,41.30 in.,55.90 in.,,37.40 in.,35.70 in.,54.50 in.,,,,,
37,Audi,S5,2018,,, 8-speed shiftable automatic, All wheel drive,,,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas, 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Audi,S5 Cabriolet,2018,2,4,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.51 sec,23 mpg,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas,Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,211 lbs.",15.30 gal.,,,,,,184.70 in.,72.70,54.40 in.,108.90 in.,62.50 in.,61.70 in.,,37.70 ft.,40.00 in.,41.30 in.,55.30 in.,,36.30 in.,33.30 in.,46.90 in.,,,,,
39,Audi,S5 Coupe,2018,2,4,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.14 sec,24 mpg,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas,Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,836 lbs.",15.30 gal.,,,,,,184.70 in.,72.70,53.90 in.,108.80 in.,62.50 in.,61.70 in.,,37.70 ft.,39.00 in.,41.30 in.,55.30 in.,,,32.70 in.,50.70 in.,,,,,
40,Audi,S5 Sportback,2018,4,5,Transmission: 8-Speed Tiptronic Automatic,All Wheel Drive,5.23 sec,24 mpg,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas,Transmission: 8-Speed Tiptronic Automatic,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,2.85,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,,"3,924 lbs.",15.30 gal.,,,,,,187.10 in.,72.60,54.50 in.,111.20 in.,62.50 in.,61.70 in.,,38.40 ft.,39.40 in.,41.30 in.,55.70 in.,,,35.10 in.,54.50 in.,,,,,
41,Audi,S6,2018,4,5,Transmission: 7-Speed S tronic Automatic,All Wheel Drive,4.84 sec,18 mpg,450 hp,"5,800",406 ft-lbs.,"1,400",8,4.00 L,					Gas,Transmission: 7-Speed S tronic Automatic,3.69,2.15,1.41,1.02,0.79,0.62,0.52,,4.09,2.94,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.70 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P255/35YR20,P255/35YR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P255/35YR20,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,497 lbs.",19.80 gal.,,,,,,194.40 in.,73.80,56.80 in.,114.80 in.,63.60 in.,63.20 in.,,39.00 ft.,37.20 in.,41.30 in.,57.50 in.,,37.80 in.,37.40 in.,56.30 in.,,,,,
42,Audi,S7,2018,4,4,Transmission: 7-Speed S tronic Automatic,All Wheel Drive,4.83 sec,18 mpg,450 hp,"5,800",406 ft-lbs.,"1,400",8,4.00 L,					Gas,Transmission: 7-Speed S tronic Automatic,3.69,2.15,1.41,1.02,0.79,0.62,0.52,,4.09,2.94,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.70 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P265/35YR20,P265/35YR20,20.00 in.,20.00 in.,9.00 in.,9.00 in.,P265/35YR20,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,486 lbs.",19.80 gal.,,,,,,196.30 in.,75.20,55.00 in.,114.80 in.,64.60 in.,64.30 in.,4.40 in.,39.00 ft.,36.90 in.,41.30 in.,57.20 in.,,36.60 in.,37.00 in.,55.90 in.,,,,,
43,Audi,S8,2018,,, 8-speed shiftable automatic, All wheel drive,3.99 sec,,605 hp,"6,100",517 ft-lbs.,"1,750",8,4.00 L,					Gas, 8-speed shiftable automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,685 lbs.",21.70 gal.,,,,,,202.60 in.,76.70,57.40 in.,117.90 in.,,,,40.40 ft.,37.20 in.,41.40 in.,59.10 in.,,39.10 in.,38.70 in.,57.80 in.,,,,,
44,Audi,S8 plus,2018,4,5,Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,All Wheel Drive,3.72 sec,18 mpg,605 hp,"6,100",517 ft-lbs.,"1,750",8,4.00 L,					Gas,Transmission: 8-Speed Auto w/Tiptronic -inc: sport program and manual shift mode,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.20,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.70 in.,14.00 in.,NA in.,					ABS Brakes,4-Wheel,P275/35YR21,P275/35YR21,21.00 in.,21.00 in.,9.00 in.,9.00 in.,P275/35YR21,Compact,Aluminum,Aluminum,Aluminum,					Tire Pressure Monitor,"4,685 lbs.",21.70 gal.,,,,,,202.60 in.,76.70,57.40 in.,117.90 in.,64.30 in.,63.90 in.,,40.40 ft.,37.20 in.,41.40 in.,59.10 in.,,38.10 in.,38.70 in.,57.80 in.,,,,,
45,Audi,SQ5,2018,4,5,Transmission: 8-Speed Tiptronic Automatic -inc: shift-by-wire,All Wheel Drive,5.69 sec,21 mpg,354 hp,"5,400",369 ft-lbs.,"1,370",6,3.00 L,					Gas,Transmission: 8-Speed Tiptronic Automatic -inc: shift-by-wire,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.20,3.32,Multi-Link,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P255/45WR20,P255/45WR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P255/45WR20,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,398 lbs.",18.50 gal.,,,,,,183.90 in.,74.50,65.30 in.,111.20 in.,63.90 in.,63.60 in.,,38.40 ft.,40.20 in.,41.00 in.,57.70 in.,,37.70 in.,37.80 in.,56.50 in.,,,,,
46,Audi,TT,2018,2,4,Transmission: 7-Speed S tronic Automatic,All Wheel Drive,4.19 sec,22 mpg,400 hp,"5,850",354 ft-lbs.,"1,700",5,2.50 L,					Gas,Transmission: 7-Speed S tronic Automatic,3.56,2.53,1.68,1.02,0.79,0.76,0.64,,4.06,2.79,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,14.60 in.,12.20 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR19,P245/35YR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P245/35YR19,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,306 lbs.",14.50 gal.,,,,,,165.00 in.,72.10,52.90 in.,98.60 in.,61.60 in.,60.80 in.,,36.00 ft.,37.10 in.,41.10 in.,53.60 in.,,33.80 in.,28.90 in.,47.90 in.,,,,,
47,Audi,TT Coupe,2018,2,4,Transmission: S Tronic 6-Speed Automatic,All Wheel Drive,6.35 sec,26 mpg,220 hp,"4,500",258 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: S Tronic 6-Speed Automatic,2.92,1.79,1.19,0.83,0.86,0.69,,,4.77,3.26,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,12.30 in.,11.80 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,164 lbs.",14.50 gal.,,,,,,164.70 in.,72.10,53.20 in.,98.60 in.,61.90 in.,61.10 in.,,34.80 ft.,37.10 in.,41.10 in.,53.60 in.,,33.80 in.,28.90 in.,47.90 in.,,,,,
48,Audi,TT Roadster,2018,2,2,Transmission: S Tronic 6-Speed Automatic,All Wheel Drive,6.67 sec,26 mpg,220 hp,"4,500",258 ft-lbs.,"1,600",4,2.00 L,					Gas,Transmission: S Tronic 6-Speed Automatic,2.92,1.79,1.19,0.83,0.86,0.69,,,4.77,3.26,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,12.30 in.,11.80 in.,NA in.,					ABS Brakes,4-Wheel,P245/40YR18,P245/40YR18,18.00 in.,18.00 in.,8.50 in.,8.50 in.,P245/40YR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,373 lbs.",14.50 gal.,,,,,,164.70 in.,72.10,53.20 in.,98.60 in.,61.90 in.,61.10 in.,,34.80 ft.,36.60 in.,41.10 in.,53.60 in.,,,,,,,,,
49,Audi,TT RS,2018,,, 7-speed automated manual, All wheel drive,,,400 hp,"7,000",354 ft-lbs.,"1,700",5,2.50 L,					Gas, 7-speed automated manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Audi,TTS,2018,2,4,Transmission: S Tronic 6-Speed Automatic,All Wheel Drive,5.26 sec,25 mpg,292 hp,"5,400",280 ft-lbs.,"1,900",4,2.00 L,					Gas,Transmission: S Tronic 6-Speed Automatic,2.93,1.96,1.38,1.03,1.06,0.87,,,4.77,3.26,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.30 in.,12.20 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR19,P245/35YR19,19.00 in.,19.00 in.,9.00 in.,9.00 in.,P245/35YR19,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,263 lbs.",14.50 gal.,,,,,,165.00 in.,72.10,52.80 in.,98.60 in.,62.00 in.,61.10 in.,,34.80 ft.,37.10 in.,41.10 in.,53.60 in.,,33.80 in.,28.90 in.,47.90 in.,,,,,
51,Bentley,Bentayga,2018,4,7,Transmission: ZF AL952 8-Speed Automatic,All Wheel Drive,,,600 hp,"5,000",664 ft-lbs.,"1,350",12,6.00 L,					Gas,Transmission: ZF AL952 8-Speed Automatic,4.71,3.14,2.10,1.67,1.29,1.00,0.84,0.67,,3.32,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.80 in.,15.00 in.,NA in.,					ABS Brakes,4-Wheel,P285/45YR21,P285/45YR21,21.00 in.,21.00 in.,10.00 in.,10.00 in.,P285/45YR21,Compact,Aluminum,Aluminum,Aluminum,					Tire Pressure Monitor,,22.50 gal.,772 lbs,"7,716 lbs","7,716 lbs",772 lbs,"7,716 lbs",202.40 in.,78.70,68.60 in.,117.90 in.,66.50 in.,66.70 in.,,40.60 ft.,40.30 in.,41.70 in.,,,38.00 in.,40.90 in.,,,,,,
52,Bentley,Continental GT,2018,2,4,Transmission: ZF 8-Speed Automatic w/Quickshift,All Wheel Drive,4.64 sec,14 mpg,582 hp,"6,000",531 ft-lbs.,"1,700",12,6.00 L,					Gas,Transmission: ZF 8-Speed Automatic w/Quickshift,4.71,3.14,2.10,1.67,1.29,1.00,0.84,0.67,2.85,3.32,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,16.00 in.,13.20 in.,NA in.,					ABS Brakes,4-Wheel,P275/40YR20,P275/40YR20,20.00 in.,20.00 in.,9.50 in.,9.50 in.,P275/40YR20,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"5,501 lbs.",24.00 gal.,,,,,,189.30 in.,76.70,55.10 in.,108.00 in.,65.50 in.,65.20 in.,,37.60 ft.,38.20 in.,41.30 in.,,,38.20 in.,31.70 in.,,,,,,
